cop	version	category	risk	description
Style/MissingRespondToMissing	1.88.2	Bug fixes	MED-fp/fn	Fix a false positive and a false negative for `Style/MissingRespondToMissing` when `method_missing` is defined at the top level or alongside sibling classes.
Style/MissingRespondToMissing	1.89.0	Bug fixes	MED-fp/fn	Fix a false positive for `Style/MissingRespondToMissing` when `respond_to_missing?` is defined in a reopening of the class and `UseProjectIndex` is enabled.
Style/MixinUsage	1.88.2	Bug fixes	MED-fp/fn	Fix a false negative for `Style/MixinUsage` when including multiple modules in one statement.
Style/ModuleFunction	1.88.2	Bug fixes	MED-fp/fn	Fix a false negative for `Style/ModuleFunction` when the module body is a single statement.
Style/ModuleFunction	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/ModuleMemberExistenceCheck	1.86.1	Bug fixes	LOW-other	Exclude `included_modules` from `Style/ModuleMemberExistenceCheck`.
Style/ModuleMemberExistenceCheck	1.86.2	Bug fixes	LOW-other	Exclude `constants` from `Style/ModuleMemberExistenceCheck`.
Style/MultilineIfThen	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/MultilineIfThen`.
Style/MultilineIfThen	1.89.0	Bug fixes	MED-fp/fn	Fix false positives in `Style/MultilineIfThen` when using the Prism parser engine and an `elsif` without `then` follows a branch using `then` with a body on the same line.
Style/MultilineMemoization	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/MultilineMemoization` with `rescue`/`ensure`.
Style/MultilineMethodSignature	1.88.1	Bug fixes	MED-fp/fn	Fix a false negative for `Style/MultilineMethodSignature` where a signature that fits on one line was skipped because the multi-line source length was measured instead of the collapsed width.
Style/MultilineMethodSignature	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/MultilineMethodSignature`.
Style/MultipleComparison	1.89.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/MultipleComparison` that dropped an allowed method comparison appearing between the compared values.
Style/MutableConstant	1.88.0	New features	LOW-other	Add a new `Recursive` option to `Style/MutableConstant`. When enabled, the cop checks and freezes mutable literals nested inside arrays and hashes. The option is disabled by default to preserve existing behavior.
Style/MutableConstant	1.89.0	Bug fixes	MED-fp/fn	Fix a false positive for `Style/MutableConstant` with `Data.define`.
Style/NegatedIf	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/NegatedWhile	1.85.0	Bug fixes	LOW-other	Fix an error in `Style/NegatedWhile` when the last expression of an `until` condition is negated.
Style/NegativeArrayIndex	1.89.0	Bug fixes	HIGH-crash/hang	Fix an error for `Style/NegativeArrayIndex` cop.
Style/NestedModifier	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/NestedModifier`.
Style/Next	1.88.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect when `Style/IfUnlessModifier` and `Style/Next` correct the same conditional.
Style/Next	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/NilComparison	1.91.0	Bug fixes	HIGH-autocorrect	Fix incorrect autocorrects for `Style/NilComparison` with precedence-sensitive operands.
Style/NilLambda	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/NilLambda` when a non-lambda proc returns `nil` with `return`.
Style/NonNilCheck	1.86.0	Bug fixes	LOW-other	Fix `Style/NonNilCheck` autocorrect for receivers containing spaces.
Style/NonNilCheck	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/NonNilCheck`.
Style/Not	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/Not` with a flip-flop or assignment.
Style/NumericLiteralPrefix	1.91.0	Bug fixes	HIGH-crash/hang	Fix an infinite loop for `Style/NumericLiteralPrefix` with signed literals.
Style/NumericLiterals	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/NumericPredicate	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/NumericPredicate` when an allowed method encloses a numbered-parameter or `it` block.
Style/NumericPredicate	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/OpenStructUse	1.88.1	Bug fixes	HIGH-crash/hang	Fix a crash for `Style/OpenStructUse` with a bare `OpenStruct` root node.
Style/OptionHash	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/OptionHash` when the options hash is forwarded with an explicit `super`.
Style/OptionalArguments	1.88.1	Bug fixes	MED-fp/fn	Fix a false negative for `Style/OptionalArguments` with singleton methods.
Style/ParallelAssignment	1.88.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/ParallelAssignment` when the right-hand side contains a heredoc.
Style/ParallelAssignment	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/ParallelAssignment` with a `%i` element needing quoting.
Style/ParallelAssignment	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/ParallelAssignment` with a `%w` element needing escaping.
Style/ParallelAssignment	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/ParenthesesAroundCondition	1.91.0	Bug fixes	HIGH-crash/hang	Fix an infinite loop between `Style/ParenthesesAroundCondition` with `AllowSafeAssignment: false` and `Lint/AssignmentInCondition`.
Style/PercentLiteralDelimiters	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/PercentLiteralDelimiters` that produced invalid Ruby for a `%s` symbol whose content contains the preferred delimiter.
Style/PerlBackrefs	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/PerlBackrefs` that rewrote `$+`/`$LAST_PAREN_MATCH` to the non-equivalent `Regexp.last_match(-1)`; these are no longer flagged.
Style/PerlBackrefs	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/RaiseArgs	1.86.0	Bug fixes	LOW-other	Fix `Style/RaiseArgs` to allow anonymous keyword forwarding (`raise Ex.new(**)`).
Style/RaiseArgs	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/RedundantAssignment	1.89.0	Changes	LOW-other	Do not autocorrect `Style/RedundantAssignment` offenses when there are comments between assignment and reference.
Style/RedundantConstantBase	1.89.0	Bug fixes	MED-fp/fn	Fix false negatives for `Style/RedundantConstantBase` inside namespaces when the constant provably resolves identically without `::` (`UseProjectIndex`).
Style/RedundantCurrentDirectoryInPath	1.88.2	Bug fixes	MED-fp/fn	Fix a false negative for `Style/RedundantCurrentDirectoryInPath` with double-quoted strings containing interpolation.
Style/RedundantDoubleSplatHashBraces	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantDoubleSplatHashBraces` with a braced `merge` argument.
Style/RedundantException	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantException` that changed the exception message when raising `RuntimeError` with a `nil` message.
Style/RedundantFileExtensionInRequire	1.89.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantFileExtensionInRequire` that produced invalid Ruby when a backslash preceded the `.rb` extension.
Style/RedundantFilterChain	1.88.1	Bug fixes	MED-fp/fn	Fix a false negative for `Style/RedundantFilterChain` with numbered-parameter blocks.
Style/RedundantFormat	1.88.0	Bug fixes	HIGH-crash/hang	Fix an error for `Style/RedundantFormat` when the format string is a heredoc with format arguments.
Style/RedundantFormat	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/RedundantFormat` with a lone format sequence.
Style/RedundantFormat	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantFormat` with a `nil` argument.
Style/RedundantFormat	1.89.0	Bug fixes	HIGH-crash/hang	Fix an error for `Style/RedundantFormat` when a format string uses a positional argument number beyond the 64-bit range.
Style/RedundantFormat	1.89.0	Bug fixes	HIGH-crash/hang	Fix an error for `Style/RedundantFormat` when the argument for a positional variable width is missing.
Style/RedundantHeredocDelimiterQuotes	1.88.2	Bug fixes	MED-fp/fn	Fix a false negative for `Style/RedundantHeredocDelimiterQuotes` with double-quoted delimiters whose body contains interpolation or escapes.
Style/RedundantInterpolationUnfreeze	1.85.0	Changes	LOW-other	Add support for `String.new` with interpolated strings to `Style/RedundantInterpolationUnfreeze`.
Style/RedundantLineContinuation	1.86.1	Bug fixes	MED-fp/fn	Fix false positive for `Style/RedundantLineContinuation` when using interpolated string literals.
Style/RedundantLineContinuation	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantLineContinuation` that corrupted an earlier line when removing a line continuation at the end of a multi-line file.
Style/RedundantLineContinuation	1.89.0	Bug fixes	MED-fp/fn	Fix false negatives for `Style/RedundantLineContinuation` by verifying backslash removal against a reparse of the source instead of hand-written grammar rules.
Style/RedundantLineContinuation	1.89.0	Changes	LOW-other	Improve `Style/RedundantLineContinuation` performance on files with many adjacent string literals joined by line continuations.
Style/RedundantParentheses	1.85.0	Changes	LOW-other	Register redundant parentheses around block body in `Style/RedundantParentheses`.
Style/RedundantParentheses	1.85.1	Bug fixes	MED-fp/fn	Fix false positives in `Style/RedundantParentheses` when parenthesizing a range in a block body.
Style/RedundantParentheses	1.86.0	Bug fixes	MED-fp/fn	Fix false negative in `Style/RedundantParentheses` when redundant parentheses around range literals in block body.
Style/RedundantParentheses	1.86.1	Bug fixes	MED-fp/fn	Fix false positives in `Style/RedundantParentheses` when using parentheses around an endless range in assignment.
Style/RedundantParentheses	1.86.1	Bug fixes	LOW-other	Fix `Style/RedundantParentheses` handling of beginless ranges.
Style/RedundantParentheses	1.87.0	Bug fixes	HIGH-autocorrect	Fix incorrect autocorrect for `Style/RedundantParentheses` that swallowed chained method calls into a trailing inline comment on the line above the closing parenthesis.
Style/RedundantParentheses	1.88.1	Bug fixes	HIGH-crash/hang	Fix an infinite loop between `Lint/AssignmentInCondition` and `Style/RedundantParentheses` when an assignment is a statement of a multi-statement `begin` in a condition.
Style/RedundantParentheses	1.89.0	Changes	LOW-other	Change `Style/RedundantParentheses` to verify each correction by reparsing before registering an offense.
Style/RedundantParentheses	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantParentheses` around `and`/`or`.
Style/RedundantPercentQ	1.86.0	Bug fixes	MED-fp/fn	Fix false negative in `Style/RedundantPercentQ` for `%q` strings with interpolation-like syntax.
Style/RedundantRegexpCharacterClass	1.91.0	Bug fixes	MED-fp/fn	Fix a false positive for `Style/RedundantRegexpCharacterClass` with `\8`/`\9`.
Style/RedundantRegexpConstructor	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantRegexpConstructor` with `%r{}` delimiters.
Style/RedundantRegexpEscape	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/RedundantRegexpEscape` that stripped a necessary `\@`/`\$` escape after `#` in `%r{}`/`%r//` literals, enabling unintended interpolation.
Style/RedundantSelf	1.86.2	Bug fixes	MED-fp/fn	Fix false negatives in `Style/RedundantSelf` when an explicit `self` receiver in one scope matches the LHS of an `||=`, `&&=`, or `op_asgn` in another scope.
Style/RedundantSelf	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/RedundantSelf` with a rescue exception variable.
Style/RegexpLiteral	1.86.2	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect in `Style/RegexpLiteral` when the regexp contains unbalanced braces that conflict with the preferred `%r` delimiters.
Style/RegexpLiteral	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/RescueStandardError	1.91.0	Changes	LOW-other	Set the community-preferred `EnforcedStyle` of `Style/StringLiterals`, `Style/StringLiteralsInInterpolation`, `Layout/CaseIndentation`, `Layout/EndAlignment`, `Layout/MultilineMethodCallIndentation`, `Layout/MultilineOperationIndentation`, `Layout/FirstHashElementIndentation`, `Layout/FirstArrayElementIndentation`, `Layout/ParameterAlignment`, `Layout/ArgumentAlignment`, `Style/EmptyMethod`, `Style/Alias`, `Style/RescueStandardError` and `Style/TernaryParentheses` under `Preview`, ahead of them becoming the defaults in RuboCop 2.0.
Style/Sample	1.90.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/Sample` when `shuffle` is given a `random:` argument; the offense is still reported but no longer autocorrected, since `shuffle` and `sample` consume a seeded generator differently and would select different elements.
Style/Semicolon	1.88.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/Semicolon` when a heredoc is opened before the semicolon.
Style/Semicolon	1.88.1	Bug fixes	MED-fp/fn	Fix a false positive for `Style/Semicolon` with a semicolon inside a string literal.
Style/SignalException	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/SingleLineDoEndBlock	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/SingleLineDoEndBlock` when the block body contains a heredoc.
Style/SingleLineMethods	1.91.0	Bug fixes	HIGH-crash/hang	Fix an infinite loop between `Style/EmptyMethod` and `Style/SingleLineMethods` with `AllowIfMethodIsEmpty: false`.
Style/SoleNestedConditional	1.86.2	Bug fixes	LOW-other	Fix an error in `Style/SoleNestedConditional` when autocorrecting nested conditionals containing comments.
Style/SoleNestedConditional	1.89.0	Changes	LOW-other	Change `Style/SoleNestedConditional` to only register an offense when its correction is verified to parse.
Style/SpecialGlobalVars	1.91.0	Changes	LOW-other	Disable `Style/IfUnlessModifier`, `Style/GuardClause`, `Style/Next`, `Style/ClassAndModuleChildren`, `Style/DoubleNegation`, `Style/NumericPredicate`, `Style/SpecialGlobalVars`, `Style/PerlBackrefs`, `Style/FrozenStringLiteralComment`, `Style/FormatStringToken`, `Style/FormatString`, `Style/RegexpLiteral`, `Style/SignalException`, `Style/Lambda`, `Style/ParallelAssignment`, `Style/RaiseArgs`, `Style/ModuleFunction`, `Style/BlockDelimiters`, `Style/NumericLiterals`, `Style/NegatedIf`, `Naming/VariableNumber`, `Naming/HeredocDelimiterNaming`, `Layout/EmptyLineAfterGuardClause` and `Bundler/OrderedGems` under `Preview`, ahead of them being disabled by default in RuboCop 2.0.
Style/StaticClass	1.89.0	Bug fixes	MED-fp/fn	Fix a false positive for `Style/StaticClass` when the class is subclassed elsewhere in the project (`UseProjectIndex`).
Style/StringConcatenation	1.90.0	Bug fixes	LOW-other	Preserve escape notation in `Style/StringConcatenation` autocorrect.
Style/StringHashKeys	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/StringHashKeys` when the hash key is a heredoc.
Style/StringLiterals	1.91.0	Changes	LOW-other	Set the community-preferred `EnforcedStyle` of `Style/StringLiterals`, `Style/StringLiteralsInInterpolation`, `Layout/CaseIndentation`, `Layout/EndAlignment`, `Layout/MultilineMethodCallIndentation`, `Layout/MultilineOperationIndentation`, `Layout/FirstHashElementIndentation`, `Layout/FirstArrayElementIndentation`, `Layout/ParameterAlignment`, `Layout/ArgumentAlignment`, `Style/EmptyMethod`, `Style/Alias`, `Style/RescueStandardError` and `Style/TernaryParentheses` under `Preview`, ahead of them becoming the defaults in RuboCop 2.0.
Style/StringLiteralsInInterpolation	1.91.0	Changes	LOW-other	Set the community-preferred `EnforcedStyle` of `Style/StringLiterals`, `Style/StringLiteralsInInterpolation`, `Layout/CaseIndentation`, `Layout/EndAlignment`, `Layout/MultilineMethodCallIndentation`, `Layout/MultilineOperationIndentation`, `Layout/FirstHashElementIndentation`, `Layout/FirstArrayElementIndentation`, `Layout/ParameterAlignment`, `Layout/ArgumentAlignment`, `Style/EmptyMethod`, `Style/Alias`, `Style/RescueStandardError` and `Style/TernaryParentheses` under `Preview`, ahead of them becoming the defaults in RuboCop 2.0.
Style/StructInheritance	1.87.0	Bug fixes	HIGH-autocorrect	Fix incorrect autocorrect for `Style/StructInheritance` causing a syntax error when the inherited `Struct.new` is called without parentheses.
Style/StructInheritance	1.88.2	Bug fixes	LOW-other	Fix `Style/StructInheritance` autocorrect dropping leading indentation when class is inside a module or namespace.
Style/StructInheritance	1.91.0	Bug fixes	LOW-other	Fix `Style/StructInheritance` to not register an offense when the class body defines constants, nested classes, or nested modules.
Style/SymbolArray	1.91.0	Changes	LOW-other	Set the `EnforcedStyle` of `Style/SymbolArray` and `Style/WordArray` to `brackets` under `Preview`, ahead of it becoming the default in RuboCop 2.0.
Style/SymbolProc	1.86.0	Bug fixes	MED-fp/fn	Fix a false positive for `Lint/RedundantCopDisableDirective` when a `rubocop:disable` comment is used to suppress `Lint/EmptyWhen`, `Lint/EmptyConditionalBody`, `Lint/EmptyInPattern`, or `Style/SymbolProc`.
Style/SymbolProc	1.89.0	Bug fixes	LOW-other	Fix incompatible autocorrect between `Style/Lambda` and `Style/SymbolProc` producing a syntax error like `->(x)(&:method)` when both cops run on `lambda { |x| x.method }`.
Style/TernaryParentheses	1.88.1	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/TernaryParentheses` when the condition is a modifier `if`/`unless` expression.
Style/TernaryParentheses	1.91.0	Changes	LOW-other	Set the community-preferred `EnforcedStyle` of `Style/StringLiterals`, `Style/StringLiteralsInInterpolation`, `Layout/CaseIndentation`, `Layout/EndAlignment`, `Layout/MultilineMethodCallIndentation`, `Layout/MultilineOperationIndentation`, `Layout/FirstHashElementIndentation`, `Layout/FirstArrayElementIndentation`, `Layout/ParameterAlignment`, `Layout/ArgumentAlignment`, `Style/EmptyMethod`, `Style/Alias`, `Style/RescueStandardError` and `Style/TernaryParentheses` under `Preview`, ahead of them becoming the defaults in RuboCop 2.0.
Style/TrailingCommaInArguments	1.91.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/MethodCallWithArgsParentheses` when `EnforcedStyle: omit_parentheses` is used together with `Style/TrailingCommaInArguments`.
Style/TrailingMethodEndStatement	1.86.0	Bug fixes	LOW-other	Fix `Style/TrailingMethodEndStatement` to detect singleton methods (`def self.foo`).
Style/TrailingUnderscoreVariable	1.88.1	Bug fixes	HIGH-crash/hang	Fix a crash for `Style/TrailingUnderscoreVariable` when a nested destructuring group consists only of underscore variables.
Style/TrivialAccessors	1.88.2	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/TrivialAccessors` when `AllowPredicates: false` is set and a trivial reader is defined as a predicate class method.
Style/WhileUntilDo	1.88.0	Bug fixes	MED-fp/fn	Fix false positives in `Style/WhileUntilDo` when the loop body is on the same line as the `do` keyword.
Style/WhileUntilModifier	1.86.2	Bug fixes	MED-fp/fn	Fix false positive for `Style/WhileUntilModifier` when the body is a conditional.
Style/WhileUntilModifier	1.89.0	Changes	LOW-other	Make `Style/IfUnlessModifier`, `Style/WhileUntilModifier`, `Style/GuardClause`, and other modifier cops respect `Layout/LineLength` exemptions (allowed patterns, cop directives, allowed URIs) when checking whether the modifier form fits on one line.
Style/WordArray	1.88.0	Bug fixes	HIGH-autocorrect	Fix an incorrect autocorrect for `Style/WordArray` when the array contains heredocs.
Style/WordArray	1.91.0	Changes	LOW-other	Set the `EnforcedStyle` of `Style/SymbolArray` and `Style/WordArray` to `brackets` under `Preview`, ahead of it becoming the default in RuboCop 2.0.
Style/YodaCondition	1.87.0	Bug fixes	MED-fp/fn	Fix false positives in `Style/YodaCondition` when one side is an array or hash literal containing non-literal elements.
Style/ZeroLengthPredicate	1.88.0	Bug fixes	MED-fp/fn	Fix a false positive for `Style/ZeroLengthPredicate` when `File::Stat.new(...).size.zero?` is used.
